Tanggal;Nama_Toko;Nama_Barang;Qty;Harga_Satuan;Total_Harga
12/11/2025;KOPERASI KARYAWAN DARMO SEJAHTERA;Kangguru Rose Chocolate 100 gr;26;4400;114400
12/11/2025;AIS, TOKO;AIM Biskuit Kelapa Muda 250g;57;12200;695400
12/11/2025;AIS, TOKO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;28;5300;148400
12/11/2025;AIS, TOKO;Bogabis Gabin Army Butter 125g;40;6800;272000
12/11/2025;AIS, TOKO;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;23;8800;202400
12/11/2025;AIS, TOKO;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;14;25000;350000
12/11/2025;AIS, TOKO;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;46;8800;404800
12/11/2025;KOP. MIWON;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;39;8800;343200
12/11/2025;KOP. MIWON;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;48;9500;456000
12/11/2025;KOP. MIWON;Bundling Beli 2 Gratis 1 Bogabis Square Puff;20;19000;380000
12/11/2025;KOP. MIWON;AIM Aneka Cream Crackers 300g;54;12500;675000
12/11/2025;KOP. MIWON;Bogabis Gabin Army Butter 125g;51;6800;346800
12/11/2025;TATA SHOP;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;27;8800;237600
12/11/2025;TATA SHOP;Bogabis Gabin Army Butter 125g;27;6800;183600
12/11/2025;PT. FITALAB UTAMA KARYA;Kangguru Rose Cream 100 gr;58;4400;255200
12/11/2025;PT. FITALAB UTAMA KARYA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;32;9500;304000
12/11/2025;PT. FITALAB UTAMA KARYA;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;50;8800;440000
12/11/2025;PT. FITALAB UTAMA KARYA;Bogabis Gabin Army Butter 125g;28;6800;190400
12/11/2025;PT. FITALAB UTAMA KARYA;AIM Aneka Square Puff 300g;44;12500;550000
13/11/2025;Bu Tyas;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;55;9500;522500
13/11/2025;Bu Tyas;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;15;90200;1353000
13/11/2025;Bu Tyas;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;14;39400;551600
13/11/2025;Bu Tyas;Bogabis Gabin Army Kelapa 125g;44;6800;299200
13/11/2025;TOKO OLEH OLEH JEMBATAN MERAH;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;45;8800;396000
13/11/2025;TOKO OLEH OLEH JEMBATAN MERAH;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;15;25000;375000
13/11/2025;KOPERASI KARYAWAN P3GI;Anekabis Gabin Super 350g;27;33400;901800
13/11/2025;KOPERASI KARYAWAN P3GI;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;34;13000;442000
13/11/2025;KOPERASI YONKAV BEJI;Anekabis Gabin Cokelat 350g;30;33400;1002000
13/11/2025;KOPERASI YONKAV BEJI;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;42;8800;369600
13/11/2025;KOPERASI YONKAV BEJI;AIM Biskuit Kelapa Muda 250g;50;12200;610000
13/11/2025;PT. MECCA MEDINA TOUR;Kangguru Bunga Gem - 5 Pack;32;26000;832000
13/11/2025;PT. MECCA MEDINA TOUR;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;36;9000;324000
13/11/2025;PT. MECCA MEDINA TOUR;Bogabis Assorted Tin 350gr;14;52100;729400
13/11/2025;PT. MECCA MEDINA TOUR;Kangguru Rose Chocolate 100 gr;63;4400;277200
13/11/2025;PT. MECCA MEDINA TOUR;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;34;8800;299200
13/11/2025;ICHWANUL KARIM;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;42;13000;546000
13/11/2025;ICHWANUL KARIM;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;24;39400;945600
13/11/2025;ICHWANUL KARIM;Kangguru Butter Coconut 100 gr;33;4200;138600
13/11/2025;ICHWANUL KARIM;AIM WAFER LOVER STRAWBERY 80gr;35;5000;175000
13/11/2025;ICHWANUL KARIM;AIM Aneka Cream Crackers 300g;33;12500;412500
13/11/2025;TK UMI;Bogabis Assorted Tin 350gr;9;52100;468900
13/11/2025;TK UMI;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;36;9500;342000
13/11/2025;TK UMI;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;33;9000;297000
13/11/2025;TK UMI;AIM Mini Assorted Biscuits 150g;51;8400;428400
13/11/2025;TK UMI;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;51;5300;270300
13/11/2025;KURNIA II;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;30;33400;1002000
13/11/2025;KURNIA II;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;47;8800;413600
13/11/2025;KURNIA II;AIM Biskuit Kelapa Muda 250g;54;12200;658800
13/11/2025;KURNIA II;AIM Aneka Square Puff 300g;32;12500;400000
13/11/2025;KURNIA II;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;54;9500;513000
13/11/2025;KOPERASI SETIA BHAKTI WANITA;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;29;5200;150800
13/11/2025;KOPERASI SETIA BHAKTI WANITA;AIM Malkist Crackers 125g;32;6900;220800
13/11/2025;KOPERASI SETIA BHAKTI WANITA;Kangguru Durian Biscuits - 10 Pack;21;16000;336000
13/11/2025;KOPERASI SETIA BHAKTI WANITA;AIM WAFER LOVER STRAWBERY 80gr;28;5000;140000
13/11/2025;KOPERASI SETIA BHAKTI WANITA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;46;9800;450800
13/11/2025;KOPERASI SETIA BHAKTI WANITA;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;36;25000;900000
13/11/2025;IBU IVON;Bogabis Crispy Lemon 200gr;32;20000;640000
13/11/2025;IBU IVON;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;65;4200;273000
13/11/2025;IBU IVON;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;31;5200;161200
13/11/2025;IBU IVON;AIM Good Morning Wafer 300g;35;39400;1379000
13/11/2025;IBU IVON;Kangguru Rose Chocolate 100 gr;49;4400;215600
13/11/2025;KANTIN KARYAWAN TRAKINDO;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;30;9500;285000
13/11/2025;KANTIN KARYAWAN TRAKINDO;Kangguru Butter Coconut 100 gr;54;4200;226800
13/11/2025;KANTIN KARYAWAN TRAKINDO;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;60;5500;330000
13/11/2025;PT. HADI RETAIL INDONESIA;Bogabis Square Puff 275 gr;30;11600;348000
13/11/2025;PT. HADI RETAIL INDONESIA;Anekabis Gabin Super 350g;36;33400;1202400
13/11/2025;PT. HADI RETAIL INDONESIA;AIM Good Morning Wafer 300g;17;39400;669800
13/11/2025;PT. HADI RETAIL INDONESIA;Kangguru Durian Biscuit 30g;30;1600;48000
13/11/2025;PALAPA SOOKO;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;68;5300;360400
13/11/2025;PALAPA SOOKO;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;45;5500;247500
13/11/2025;TOKO NIRWANA SARI;AIM Aneka Square Puff 300g;64;12500;800000
13/11/2025;TOKO NIRWANA SARI;Bogabis Crispy Lemon 200gr;19;20000;380000
13/11/2025;TOKO NIRWANA SARI;Kangguru Rose Chocolate 100 gr;39;4400;171600
13/11/2025;TOKO NIRWANA SARI;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;37;9500;351500
13/11/2025;TOKO NIRWANA SARI;Kangguru Durian Biscuits - 10 Pack;32;16000;512000
13/11/2025;TOKO NIRWANA SARI;AIM WAFER LOVER STRAWBERY 80gr;31;5000;155000
13/11/2025;BKO MART (BANK BUKOPIN);Kangguru Butter Coconut 100 gr;34;4200;142800
13/11/2025;BKO MART (BANK BUKOPIN);Bogabis Gabin Army Butter 125g;68;6800;462400
13/11/2025;BKO MART (BANK BUKOPIN);Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;31;8800;272800
13/11/2025;CV. HOKKY FAMILI;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;53;5300;280900
13/11/2025;CV. HOKKY FAMILI;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;29;39400;1142600
13/11/2025;ANANDA DJAI;Bogabis Crispy Lemon 200gr;21;20000;420000
13/11/2025;ANANDA DJAI;Kangguru Rose Cream 100 gr;66;4400;290400
13/11/2025;ANANDA DJAI;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;49;9000;441000
13/11/2025;WIDASARI BAKERY;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;40;7300;292000
13/11/2025;WIDASARI BAKERY;Bundling Beli 2 Gratis 1 Bogabis Square Puff;34;19000;646000
13/11/2025;WIDASARI BAKERY;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;37;4200;155400
13/11/2025;WIDASARI BAKERY;Kangguru Butter Coconut 100 gr;46;4200;193200
13/11/2025;WIDASARI BAKERY;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;34;5500;187000
13/11/2025;NASI AYAM HAI NAN;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;50;9500;475000
13/11/2025;NASI AYAM HAI NAN;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;68;8800;598400
13/11/2025;TOKO SALWA;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;29;8800;255200
13/11/2025;TOKO SALWA;AIM Good Morning Wafer 300g;23;39400;906200
13/11/2025;TOKO SALWA;Anekabis Gabin Cokelat 350g;14;33400;467600
13/11/2025;TOKO SALWA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;66;9800;646800
13/11/2025;TOKO SALWA;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;47;12200;573400
13/11/2025;BAKMI JOGJA SIDOARJO;Bogabis Assorted Tin 350gr;15;52100;781500
13/11/2025;BAKMI JOGJA SIDOARJO;AIM Aneka Square Puff 300g;57;12500;712500
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;AIM Biskuit Kelapa Muda 250g;68;12200;829600
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;30;9800;294000
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;Bogabis Square Puff 275 gr;26;11600;301600
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;Bogabis Gabin Army Kelapa 125g;68;6800;462400
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;AIM Malkist Crackers 125g;54;6900;372600
13/11/2025;KOPERASI KARYAWAN COMFEED MAKMUR;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;43;9000;387000
14/11/2025;KANTIN KANTOR PERTAMINA;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;58;13000;754000
14/11/2025;KANTIN KANTOR PERTAMINA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;53;9800;519400
14/11/2025;TK ARTO MORO;Kangguru Rose Chocolate 100 gr;27;4400;118800
14/11/2025;TK ARTO MORO;Kangguru Butter Coconut 100 gr;50;4200;210000
14/11/2025;TK ARTO MORO;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;27;9500;256500
14/11/2025;TK ARTO MORO;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;54;8800;475200
14/11/2025;TIARA / CELIA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;59;9500;560500
14/11/2025;TIARA / CELIA;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;28;5300;148400
14/11/2025;TIARA / CELIA;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;30;6400;192000
14/11/2025;TIARA / CELIA;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;45;8800;396000
14/11/2025;TOKO MAKMUR;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;26;5500;143000
14/11/2025;TOKO MAKMUR;AIM Mini Assorted Biscuits 150g;35;8400;294000
14/11/2025;TOKO MAKMUR;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;53;6400;339200
14/11/2025;TOKO MAKMUR;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;49;5200;254800
14/11/2025;TOKO MAKMUR;Kangguru Butter Coconut 100 gr;33;4200;138600
14/11/2025;TOKO MAKMUR;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;15;90200;1353000
14/11/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;20;33400;668000
14/11/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Crispy Lemon 150g;23;9500;218500
14/11/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;33;13000;429000
14/11/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;48;8800;422400
14/11/2025;IBU DENOK;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;7;100200;701400
14/11/2025;IBU DENOK;AIM WAFER LOVER STRAWBERY 80gr;34;5000;170000
14/11/2025;IBU DENOK;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;57;9500;541500
14/11/2025;IBU DENOK;AIM Biskuit Kelapa Muda 250g;56;12200;683200
14/11/2025;IBU DENOK;Kangguru Rose Cream 100 gr;49;4400;215600
14/11/2025;RIFA MART;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;28;25000;700000
14/11/2025;RIFA MART;Bogabis Square Puff 275 gr;36;11600;417600
14/11/2025;RIFA MART;Kangguru Rose Chocolate 100 gr;43;4400;189200
14/11/2025;RIFA MART;AIM Malkist Crackers 125g;23;6900;158700
14/11/2025;TOKO 27;AIM Biskuit Kelapa Muda 250g;41;12200;500200
14/11/2025;TOKO 27;AIM WAFER LOVER STRAWBERY 80gr;56;5000;280000
14/11/2025;TOKO 27;AIM Mini Assorted Biscuits 150g;27;8400;226800
14/11/2025;TOKO 27;Bogabis Crispy Lemon 200gr;24;20000;480000
14/11/2025;TOKO 27;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;59;13000;767000
14/11/2025;TOKO 27;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;47;7300;343100
14/11/2025;JAYA MAULIDA;Bogabis Crispy Lemon 200gr;15;20000;300000
14/11/2025;JAYA MAULIDA;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;36;5500;198000
14/11/2025;JAYA MAULIDA;Kangguru Durian Biscuits - 10 Pack;14;16000;224000
14/11/2025;JAYA MAULIDA;Kangguru Bunga Gem - 5 Pack;23;26000;598000
14/11/2025;JAYA MAULIDA;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;59;12200;719800
14/11/2025;HARUM MART;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;17;39400;669800
14/11/2025;HARUM MART;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;36;12200;439200
14/11/2025;BOGA GENTENG;Bogabis Assorted Tin 350gr;7;52100;364700
14/11/2025;BOGA GENTENG;Kangguru Rose Cream 100 gr;25;4400;110000
14/11/2025;BOGA GENTENG;AIM Mini Assorted Biscuits 150g;54;8400;453600
14/11/2025;BOGA GENTENG;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;35;5200;182000
14/11/2025;TOKO BU SUSI;Bogabis Crispy Lemon 200gr;14;20000;280000
14/11/2025;TOKO BU SUSI;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;34;9800;333200
14/11/2025;TOKO BU SUSI;Bogabis Gabin Army Kelapa 125g;51;6800;346800
14/11/2025;TOKO BU SUSI;AIM Malkist Crackers 125g;52;6900;358800
14/11/2025;TOKO BU SUSI;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;10;100200;1002000
14/11/2025;TOKO BU SUSI;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;9;90200;811800
14/11/2025;CAHAYA ABADI;AIM Mini Assorted Biscuits 150g;35;8400;294000
14/11/2025;CAHAYA ABADI;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;38;5300;201400
14/11/2025;CAHAYA ABADI;AIM Aneka Cream Crackers 300g;36;12500;450000
14/11/2025;CAHAYA ABADI;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;49;8800;431200
14/11/2025;CAHAYA ABADI;Kangguru Butter Coconut 100 gr;38;4200;159600
14/11/2025;CAHAYA ABADI;AIM WAFER LOVER STRAWBERY 80gr;58;5000;290000
14/11/2025;TATIK SNACK;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;52;7300;379600
14/11/2025;TATIK SNACK;Bogabis Assorted Tin 350gr;16;52100;833600
14/11/2025;TATIK SNACK;Masterbis Gabin Master 120g;24;6400;153600
14/11/2025;TATIK SNACK;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;32;8800;281600
14/11/2025;SEMANGAT, TOKO;AIM Mini Assorted Biscuits 150g;50;8400;420000
14/11/2025;SEMANGAT, TOKO;Bundling Beli 2 Gratis 1 Bogabis Square Puff;25;19000;475000
14/11/2025;SEMANGAT, TOKO;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;48;8800;422400
14/11/2025;SEMANGAT, TOKO;Kangguru Bunga Gem - 5 Pack;17;26000;442000
14/11/2025;SEMANGAT, TOKO;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;45;13000;585000
14/11/2025;SEMANGAT, TOKO;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;49;8800;431200
14/11/2025;MILOVA SNACK PTC;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;50;8800;440000
14/11/2025;MILOVA SNACK PTC;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;54;9800;529200
14/11/2025;MILOVA SNACK PTC;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;26;13000;338000
14/11/2025;MILOVA SNACK PTC;Bundling Beli 2 Gratis 1 Bogabis Square Puff;12;19000;228000
14/11/2025;MILOVA SNACK PTC;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;29;12200;353800
14/11/2025;MILOVA SNACK PTC;AIM Good Morning Wafer 300g;29;39400;1142600
14/11/2025;AMELIA ABRIANTI;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;43;9800;421400
14/11/2025;AMELIA ABRIANTI;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;7;90200;631400
14/11/2025;AMELIA ABRIANTI;AIM Roasted Chicken 180g / Snack Crackers 180 gr;40;13000;520000
14/11/2025;AMELIA ABRIANTI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;44;5500;242000
14/11/2025;WIN SNACK;Bogabis Gabin Army Butter 125g;26;6800;176800
14/11/2025;WIN SNACK;Kangguru Durian Biscuit 30g;25;1600;40000
14/11/2025;WIN SNACK;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;25;33400;835000
14/11/2025;WIN SNACK;Anekabis Gabin Cokelat 350g;16;33400;534400
14/11/2025;PANJANG DJIWA DJAJA;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;61;10100;616100
14/11/2025;PANJANG DJIWA DJAJA;Masterbis Gabin Master 120g;46;6400;294400
14/11/2025;PANJANG DJIWA DJAJA;Bundling Beli 2 Gratis 1 Bogabis Square Puff;12;19000;228000
14/11/2025;PANJANG DJIWA DJAJA;Bogabis Square Puff 275 gr;60;11600;696000
14/11/2025;PANJANG DJIWA DJAJA;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;31;5300;164300
14/11/2025;PANJANG DJIWA DJAJA;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;31;9000;279000
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;11;90200;992200
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;28;8800;246400
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;Bundling Beli 2 Gratis 1 Bogabis Square Puff;29;19000;551000
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;51;9800;499800
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;34;9500;323000
15/11/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Aneka Square Puff 300g;54;12500;675000
15/11/2025;TOKO SUMANTRI;AIM Biskuit Kelapa Muda 250g;30;12200;366000
15/11/2025;TOKO SUMANTRI;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;49;5300;259700
15/11/2025;CV. MEGA;Kangguru Bunga Gem - 5 Pack;22;26000;572000
15/11/2025;CV. MEGA;AIM Aneka Cream Crackers 300g;41;12500;512500
15/11/2025;RUMAH MAKAN JOSS GANDOS;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;51;6400;326400
15/11/2025;RUMAH MAKAN JOSS GANDOS;Bogabis Gabin Army Butter 125g;40;6800;272000
15/11/2025;RUMAH MAKAN JOSS GANDOS;AIM Vegetable Crackers 180 Gr;49;13700;671300
15/11/2025;RUMAH MAKAN JOSS GANDOS;Kangguru Rose Cream 100 gr;62;4400;272800
15/11/2025;YULYON MART;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;30;5500;165000
15/11/2025;YULYON MART;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;36;9500;342000
15/11/2025;YULYON MART;AIM Vegetable Crackers 180 Gr;26;13700;356200
15/11/2025;BU YENY;Bogabis Assorted Tin 350gr;5;52100;260500
15/11/2025;BU YENY;AIM Aneka Cream Crackers 300g;61;12500;762500
15/11/2025;BU YENY;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;54;12200;658800
15/11/2025;Pelanggan Umum IIs;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;44;5500;242000
15/11/2025;Pelanggan Umum IIs;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;31;5200;161200
15/11/2025;Pelanggan Umum IIs;AIM Aneka Cream Crackers 300g;46;12500;575000
15/11/2025;Pelanggan Umum IIs;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;53;10100;535300
15/11/2025;KOPERASI PT. INDOLAKTO;AIM Crispy Lemon 150g;44;9500;418000
15/11/2025;KOPERASI PT. INDOLAKTO;Kangguru Rose Chocolate 100 gr;51;4400;224400
15/11/2025;KOPERASI PT. INDOLAKTO;AIM Vegetable Crackers 180 Gr;36;13700;493200
15/11/2025;SKYSUITE;Kangguru Bunga Gem - 5 Pack;23;26000;598000
15/11/2025;SKYSUITE;Bogabis Crispy Lemon 200gr;28;20000;560000
15/11/2025;PT. DUTALIA TIMOR LESTARI;Anekabis Gabin Cokelat 350g;21;33400;701400
15/11/2025;PT. DUTALIA TIMOR LESTARI;AIM WAFER LOVER STRAWBERY 80gr;44;5000;220000
15/11/2025;PT. DUTALIA TIMOR LESTARI;Bogabis Assorted Tin 350gr;11;52100;573100
15/11/2025;PT. DUTALIA TIMOR LESTARI;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;34;25000;850000
15/11/2025;PT. DUTALIA TIMOR LESTARI;Bogabis Square Puff 275 gr;57;11600;661200
15/11/2025;RENO USMAN;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;30;5300;159000
15/11/2025;RENO USMAN;Bogabis Gabin Army Butter 125g;31;6800;210800
15/11/2025;ALTARA MART;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;46;10100;464600
15/11/2025;ALTARA MART;AIM Aneka Cream Crackers 300g;61;12500;762500
15/11/2025;ALTARA MART;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;35;8800;308000
15/11/2025;ALTARA MART;Bogabis Crispy Lemon 200gr;21;20000;420000
15/11/2025;ALTARA MART;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;5;90200;451000
15/11/2025;ALTARA MART;AIM Vegetable Crackers 180 Gr;51;13700;698700
15/11/2025;SAFAAT, TOKO GRESIK;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;38;5500;209000
15/11/2025;SAFAAT, TOKO GRESIK;Kangguru Durian Biscuit 30g;35;1600;56000
15/11/2025;SAFAAT, TOKO GRESIK;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;24;8800;211200
15/11/2025;SAFAAT, TOKO GRESIK;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;26;39400;1024400
15/11/2025;SAFAAT, TOKO GRESIK;Bogabis Assorted Tin 350gr;13;52100;677300
15/11/2025;Pelanggan Umum Yuni;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;41;8800;360800
15/11/2025;Pelanggan Umum Yuni;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;36;9000;324000
15/11/2025;Pelanggan Umum Yuni;AIM Biskuit Kelapa Muda 250g;26;12200;317200
15/11/2025;Pelanggan Umum Yuni;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;33;39400;1300200
15/11/2025;Pembeli TikTok;Masterbis Gabin Master 120g;61;6400;390400
15/11/2025;Pembeli TikTok;AIM Aneka Square Puff 300g;61;12500;762500
15/11/2025;Pembeli TikTok;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;33;6400;211200
15/11/2025;Pembeli TikTok;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;51;5300;270300
15/11/2025;KOPERASI UNTAG;Kangguru Assorted Biscuits 1000g;9;100200;901800
15/11/2025;KOPERASI UNTAG;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;18;33400;601200
15/11/2025;KOPERASI UNTAG;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;36;4200;151200
15/11/2025;KOPERASI UNTAG;AIM Mini Assorted Biscuits 150g;37;8400;310800
15/11/2025;APOTEK YUNI FARMA 2;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;38;5200;197600
15/11/2025;APOTEK YUNI FARMA 2;AIM Crispy Lemon 150g;39;9500;370500
15/11/2025;APOTEK YUNI FARMA 2;Bogabis Gabin Army Kelapa 125g;47;6800;319600
15/11/2025;APOTEK YUNI FARMA 2;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;51;7300;372300
15/11/2025;APOTEK YUNI FARMA 2;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;41;4200;172200
